ID,Site,Stratigraphic_unit,Raw_material,Class,Blank,Technology,Core_classification,Cortex,Preservation,Volume,Surface,Length,Width,Thickness,File_list,Model_unit,#_of_polygons,Avg_edge_length(mm)/Resolution,Resolution_score,Scanner,Scan_software,Postprocessing_software,Coating
RF.b_949,Fumane,A1,Maiolica,Tool,Bladelet,Optimal,NA,0%,Complete,106.8762589,221.3073225,23.8,4.4,1.5,RF.b_949.ply,1 unit = 1mm,19844,0.170475,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_9493,Fumane,D6,Scaglia.Rossa,Tool,Flake,Optimal,NA,0%,Complete,1582.879395,1536.698743,52.70000076,40.29999924,6.400000095,RF.b_9493.ply,1 unit = 1mm,45970,0.301524,Low-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_9494,Fumane,D3b,Scaglia.Rossa,Blank,Bladelet,Optimal,NA,0%,Complete,531.4332275,587.2321264,28.4,11.7,4.7,RF.b_9494.ply,1 unit = 1mm,49298,0.17476,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_9505,Fumane,D3d.base,Maiolica,Core-Tool,Blade,Maintenance,Carinated,0%,Distal,6492.045898,2819.114227,NA,26.10000038,12.69999981,RF.b_9505.ply,1 unit = 1mm,800000,0.09708,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_9510,Fumane,D3d.base,Maiolica,Blank,Blade,Initialization,NA,0%,Complete,2368.020508,1572.750905,54.4,12.2,6.9,RF.b_9510.ply,1 unit = 1mm,394622,0.102331,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_958,Fumane,A1,Scaglia.Variegata,Tool,Bladelet,Optimal,NA,0%,Complete,45.41773987,120.879791,17.8,3.4,1.2,RF.b_958.ply,1 unit = 1mm,11090,0.167757,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_960,Fumane,A2,Scaglia.Variegata,Tool,Bladelet,Optimal,NA,0%,Complete,184.7443542,304.371437,26.4,6.2,1.7,RF.b_960.ply,1 unit = 1mm,27366,0.169909,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_9624,Fumane,D3b.alpha,Maiolica,Tool,Bladelet,Optimal,NA,0%,Complete,120.5276871,192.761543,15.8,6,1.9,RF.b_9624.ply,1 unit = 1mm,16814,0.17141,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_9625,Fumane,D3b.alpha,Maiolica,Tool,Bladelet,Optimal,NA,0%,Complete,67.3730011,132.9699852,14.5,5.6,1.8,RF.b_9625.ply,1 unit = 1mm,11360,0.17414,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_9633,Fumane,D3b.alpha,Maiolica,Tool,Bladelet,Optimal,NA,0%,Proximal,53.95232773,134.7924429,15.5,5.5,1.2,RF.b_9633.ply,1 unit = 1mm,11206,0.175598,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_9789,Fumane,D3d.base,Maiolica,Tool,Bladelet,Optimal,NA,0%,Complete,215.4198608,378.8271577,32.9,5.6,2,RF.b_9789.ply,1 unit = 1mm,33074,0.171305,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_9801,Fumane,D3b.alpha,Maiolica,Core-Tool,Flake,Semi-cortical,Carinated,1-33%,Complete,12590.36719,4019.460512,20.5,49.6,32.4,RF.b_9801.ply,1 unit = 1mm,1000000,0.103228,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_9812,Fumane,D3b.alpha,Maiolica,Core-Tool,Flake,Semi-cortical,Carinated,1-33%,Complete,16522.93164,5178.508613,20.3,36.5,45.6,RF.b_9812.ply,1 unit = 1mm,1000000,0.115644,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_9814,Fumane,D3b.alpha,Maiolica,Core-Tool,Flake,Semi-cortical,Carinated,33-66%,Distal,2453.239258,1092.408154,16.6,17.6,25.2,RF.b_9814.ply,1 unit = 1mm,600000,0.066733,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_984,Fumane,A2,Scaglia.Variegata,Tool,Bladelet,Optimal,NA,0%,Complete,151.003479,216.6482821,20,5.4,2.9,RF.b_984.ply,1 unit = 1mm,18848,0.172045,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_9872,Fumane,D1c,Maiolica,Blank,Blade,Maintenance,NA,0%,Complete,1337.388184,1444.417564,51,16.60000038,3.599999905,RF.b_9872.ply,1 unit = 1mm,27018,0.376449,Low-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_9875,Fumane,D1c,Undetermined,Blank,Flake,Maintenance,NA,1-33%,Complete,14117.68945,4795.68096,73.09999847,41.09999847,21.89999962,RF.b_9875.ply,1 unit = 1mm,139828,0.302666,Low-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_9888,Fumane,D1c,Maiolica,Blank,Blade,Optimal,NA,0%,Complete,2444.586426,2368.699689,67,20.10000038,3.700000048,RF.b_9888.ply,1 unit = 1mm,68016,0.304751,Low-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_9898,Fumane,D1d,Maiolica,Blank,Blade,Semi-cortical,NA,1-33%,Complete,5209.649902,3781.381724,109.9000015,18.89999962,6.400000095,RF.b_9898.ply,1 unit = 1mm,113680,0.299097,Low-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_9899,Fumane,D1d,Scaglia.Rossa,Blank,Blade,Optimal,NA,0%,Complete,1616.609985,1425.534327,61.29999924,12.69999981,6.099999905,RF.b_9899.ply,1 unit = 1mm,41894,0.30124,Low-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_9905,Fumane,D1c,Maiolica,Blank,Blade,Maintenance,NA,0%,Complete,1242.782471,1492.291911,49,18.39999962,2.5,RF.b_9905.ply,1 unit = 1mm,43144,0.304302,Low-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_9941,Fumane,D1c,Maiolica,Blank,Flake,Maintenance,NA,0%,Complete,3944.131104,2140.942344,40.20000076,31,8.5,RF.b_9941.ply,1 unit = 1mm,61490,0.305396,Low-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_9983,Fumane,D3d,Scaglia.Rossa,Tool,Bladelet,Optimal,NA,0%,Complete,66.95796967,162.0234073,19.7,4.9,1.2,RF.b_9983.ply,1 unit = 1mm,14808,0.168149,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.c_10,Fumane,A2,Scaglia.Variegata,Core,Other,Other,Narrow-sided,33-66%,Other,25815.7207,5558.284382,53,24,47.70000076,RF.c_10.ply,1 unit = 1mm,696118,0.150405,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_100,Fumane,A2.internal,Scaglia.Rossa,Core,Other,Other,Narrow-sided,33-66%,Other,18328.44727,3963.030052,43.5,28.60000038,37.79999924,RF.c_100.ply,1 unit = 1mm,1000000,0.103239,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_103,Fumane,A2.internal,Maiolica,Core,Other,Other,Initial,0%,Other,17576.25586,4525.710648,61.79999924,25,38,RF.c_103.ply,1 unit = 1mm,500002,0.152361,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_104,Fumane,A2.internal,Maiolica,Core,Other,Other,Initial,66-99%,Other,7408.543457,2449.235157,39,24.79999924,15.5,RF.c_104.ply,1 unit = 1mm,500000,0.1124,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_11,Fumane,A1,Maiolica,Core,Other,Other,Narrow-sided,1-33%,Other,17736.48828,4251.160382,50.20000076,33.09999847,23.20000076,RF.c_11.ply,1 unit = 1mm,480688,0.153495,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_111,Fumane,A2.internal,Scaglia.Variegata,Core,Other,Other,Narrow-sided,1-33%,Other,15903.11816,3750.338062,38.40000153,20.29999924,37.29999924,RF.c_111.ply,1 unit = 1mm,500000,0.138076,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_114,Fumane,A2.internal,Maiolica,Core,Other,Other,Multi-platform,1-33%,Other,8608.888672,2463.688094,33.70000076,35.79999924,18,RF.c_114.ply,1 unit = 1mm,600000,0.104639,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_117,Fumane,A2.internal,Scaglia.Variegata,Core,Other,Other,Initial,33-66%,Other,27001.7832,5496.50836,40.2,43.5,32.09999847,RF.c_117.ply,1 unit = 1mm,500004,0.168779,Low-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_118,Fumane,A1,Maiolica,Core,Other,Other,Tested,33-66%,Other,28298.35938,6802.238974,72.09999847,36.09999847,31.5,RF.c_118.ply,1 unit = 1mm,500004,0.188266,Low-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_12,Fumane,A2.internal,Maiolica,Core,Other,Other,Narrow-sided,1-33%,Other,13152.07031,3692.29897,61.5,26.20000076,20.20000076,RF.c_12.ply,1 unit = 1mm,416702,0.15363,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_120,Fumane,A1,Maiolica,Core,Other,Other,Initial,1-33%,Other,34073.27344,7916.852495,62,55,27,RF.c_120.ply,1 unit = 1mm,500008,0.202008,Low-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_13,Fumane,A2,Maiolica,Core,Other,Other,Semicircumferential,1-33%,Other,34009.29688,5977.331084,36.29999924,47.79999924,52.20000076,RF.c_13.ply,1 unit = 1mm,706922,0.150865,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_132,Fumane,A2,Maiolica,Core,Other,Other,Initial,1-33%,Other,11720.69727,3276.264291,24.5,38.79999924,36.09999847,RF.c_132.ply,1 unit = 1mm,500000,0.12949,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_133,Fumane,A2.internal,Maiolica,Core,Other,Other,Initial,0%,Other,12603.9541,3342.479864,21.10000038,43.59999847,38.79999924,RF.c_133.ply,1 unit = 1mm,500000,0.130344,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_136,Fumane,A1,Maiolica,Core,Other,Other,Initial,33-66%,Other,13937.08984,3478.177265,29.5,28.79999924,41.29999924,RF.c_136.ply,1 unit = 1mm,500002,0.133508,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_137,Fumane,A1,Maiolica,Core,Other,Other,Initial,1-33%,Other,56703.5,9965.1621,69.5,74.5,36.79999924,RF.c_137.ply,1 unit = 1mm,500008,0.228493,Low-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_138,Fumane,A1,Maiolica,Core,Other,Other,Initial,1-33%,Other,42407.25,7635.960043,37.79999924,50,63.29999924,RF.c_138.ply,1 unit = 1mm,500012,0.199866,Low-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_139,Fumane,A2.internal,Maiolica,Core,Other,Other,Initial,1-33%,Other,25076.85547,5516.920265,52.79999924,30.10000038,37.79999924,RF.c_139.ply,1 unit = 1mm,500004,0.169298,Low-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_14,Fumane,A2.internal,Maiolica,Core,Other,Other,Narrow-sided,66-99%,Other,16750.89258,3885.58243,42.59999847,30.29999924,42.09999847,RF.c_14.ply,1 unit = 1mm,454914,0.151168,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_140,Fumane,A1,Scaglia.Variegata,Core,Other,Other,Initial,1-33%,Other,36952.38672,7008.018375,50.5,29,61.59999847,RF.c_140.ply,1 unit = 1mm,500000,0.191825,Low-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_141,Fumane,A2.internal,Maiolica,Core,Other,Other,Initial,1-33%,Other,40871.32422,8039.968289,57.59999847,66,43.59999847,RF.c_141.ply,1 unit = 1mm,500002,0.204365,Low-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_148,Fumane,A2.internal,Maiolica,Core-Tool,Other,Other,Initial,1-33%,Other,15584.57031,3918.223561,22.5,32,40.09999847,RF.c_148.ply,1 unit = 1mm,500006,0.141013,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_15,Fumane,A1,Scaglia.Variegata,Core,Other,Other,Semicircumferential,33-66%,Other,12337.91016,3242.130189,33.20000076,24.79999924,44.79999924,RF.c_15.ply,1 unit = 1mm,385720,0.150773,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_152,Fumane,A2,Maiolica,Core,Other,Other,Initial,1-33%,Other,7381.963867,2395.903831,38.09999847,20,24,RF.c_152.ply,1 unit = 1mm,500006,0.111048,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_16,Fumane,A2,Maiolica,Core,Other,Other,Multi-platform,1-33%,Other,7599.109375,2506.912868,27,21.79999924,20.10000038,RF.c_16.ply,1 unit = 1mm,558334,0.107159,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_161,Fumane,A2.internal,Maiolica,Core,Other,Other,Multi-platform,0%,Other,52491.11328,8214.829674,47,53.29999924,53.70000076,RF.c_161.ply,1 unit = 1mm,800000,0.164115,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_163,Fumane,A2.internal,Maiolica,Core,Other,Other,Wide-faced,1-33%,Other,16157.84766,4012.300974,38,43.79999924,24.5,RF.c_163.ply,1 unit = 1mm,1000000,0.103456,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_166,Fumane,A2,Maiolica,Core,Other,Other,Multi-platform,1-33%,Other,11140.96387,3098.258049,35.09999847,38.79999924,23.5,RF.c_166.ply,1 unit = 1mm,700000,0.105292,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_169,Fumane,A2.internal,Maiolica,Core,Other,Other,Narrow-sided,0%,Other,6035.235352,2218.195989,40.5,19.79999924,25,RF.c_169.ply,1 unit = 1mm,600000,0.099173,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_17,Fumane,A2.internal,Scaglia.Variegata,Core,Other,Other,Semicircumferential,1-33%,Other,6612.997559,2133.311744,30.39999962,26.20000076,36.29999924,RF.c_17.ply,1 unit = 1mm,558206,0.101555,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_170,Fumane,A2.internal,Maiolica,Core,Other,Other,Initial,66-99%,Other,15628.26465,3972.073647,24.10000038,42.59999847,46.59999847,RF.c_170.ply,1 unit = 1mm,500000,0.142494,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_171,Fumane,A2.internal,Maiolica,Core,Other,Other,Narrow-sided,1-33%,Other,13597.83203,3741.187483,43.09999847,17,43.90000153,RF.c_171.ply,1 unit = 1mm,900000,0.105304,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_172,Fumane,A2.internal,Maiolica,Core,Other,Other,Narrow-sided,1-33%,Other,23744.16406,5256.363487,62.40000153,32,30.29999924,RF.c_172.ply,1 unit = 1mm,1000000,0.117084,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_173,Fumane,A2.internal,Scaglia.Variegata,Core,Other,Other,Wide-faced,33-66%,Other,9913.882813,2893.031401,39.09999847,38.90000153,16.5,RF.c_173.ply,1 unit = 1mm,700000,0.104985,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_174,Fumane,A2.internal,Scaglia.Variegata,Core,Other,Other,Semicircumferential,33-66%,Other,9254.987305,2820.547506,31.60000038,23.89999962,43.29999924,RF.c_174.ply,1 unit = 1mm,700000,0.103495,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_175,Fumane,A2.internal,Scaglia.Rossa,Core,Other,Other,Semicircumferential,0%,Other,16384.64453,3712.835813,33.59999847,31,37,RF.c_175.ply,1 unit = 1mm,1000000,0.099464,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_176,Fumane,A2,Scaglia.Variegata,Core-Tool,Flake,Maintenance,Carinated,1-33%,Complete,6101.670898,2646.111452,49.5,38.70000076,12.69999981,RF.c_176.ply,1 unit = 1mm,700000,0.100346,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_178,Fumane,A2.internal,Maiolica,Core-Tool,Other,Other,Narrow-sided,1-33%,Other,6229.077637,2683.760571,62.29999924,10.30000019,24.79999924,RF.c_178.ply,1 unit = 1mm,800000,0.096033,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_18,Fumane,A2.internal,Scaglia.Variegata,Core,Other,Other,Semicircumferential,1-33%,Other,6746.334961,2072.316483,25,20.5,34.59999847,RF.c_18.ply,1 unit = 1mm,240040,0.151584,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_189,Fumane,A2.internal,Maiolica,Core,Other,Other,Multi-platform,1-33%,Other,24708.45117,5109.158629,45,50.40000153,29.5,RF.c_189.ply,1 unit = 1mm,1000000,0.114802,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_19,Fumane,A2,Maiolica,Core,Other,Other,Semicircumferential,0%,Other,61720.13281,9834.570858,47.29999924,43.5,69.30000305,RF.c_19.ply,1 unit = 1mm,1000000,0.159073,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_191,Fumane,A2.internal,Maiolica,Core-Tool,Flake,Other,Carinated,0%,Other,6186.62207,2053.728661,19.60000038,27.60000038,31.20000076,RF.c_191.ply,1 unit = 1mm,600000,0.094731,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_192,Fumane,A2.internal,Maiolica,Core-Tool,Flake,Other,Carinated,0%,Other,10323.7666,2848.327934,18.5,35.90000153,40.20000076,RF.c_192.ply,1 unit = 1mm,900000,0.092066,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_193,Fumane,A2.internal,Scaglia.Variegata,Core,Other,Other,Initial,1-33%,Other,33435.82813,6464.526419,35.09999847,62,28.79999924,RF.c_193.ply,1 unit = 1mm,500016,0.183508,Low-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_194,Fumane,A2.internal,Maiolica,Core,Other,Other,Semicircumferential,0%,Other,10004.07031,2663.109851,25.6,26.6,37.3,RF.c_194.ply,1 unit = 1mm,800000,0.094337,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_196,Fumane,D6,Maiolica,Core,Other,Other,Wide-faced,0%,Other,5368.858887,1929.145604,34.09999847,28.29999924,12.69999981,RF.c_196.ply,1 unit = 1mm,500000,0.101059,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_197,Fumane,D6,Maiolica,Core,Other,Other,Semicircumferential,0%,Other,12079.39258,3167.682987,40.5,37.40000153,22,RF.c_197.ply,1 unit = 1mm,900000,0.097181,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_198,Fumane,D3+D6,Maiolica,Core,Other,Other,Semicircumferential,66-99%,Other,4863.23877,1739.496619,30.20000076,24.5,16.70000076,RF.c_198.ply,1 unit = 1mm,550000,0.092495,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_20,Fumane,A2.internal,Maiolica,Core,Other,Other,Wide-faced,1-33%,Other,9388.03418,2921.486459,44.70000076,28.70000076,20.70000076,RF.c_20.ply,1 unit = 1mm,757910,0.101786,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_200,Fumane,D3d,Maiolica,Core,Other,Other,Initial,66-99%,Other,25353.88281,6356.408114,49.79999924,75,23.89999962,RF.c_200.ply,1 unit = 1mm,500012,0.181598,Low-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_202,Fumane,D6,Maiolica,Core,Other,Other,Initial,33-66%,Other,18699.88086,5130.571901,23.20000076,53.90000153,40.5,RF.c_202.ply,1 unit = 1mm,500000,0.140817,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_203,Fumane,D6,Maiolica,Core,Other,Other,Narrow-sided,1-33%,Other,4018.043457,1541.088177,33.29999924,15,17.20000076,RF.c_203.ply,1 unit = 1mm,500004,0.162655,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_205,Fumane,D3b.alpha,Scaglia.Variegata,Core,Other,Other,Narrow-sided,0%,Other,13114.65039,4184.230851,45,13,43.70000076,RF.c_205.ply,1 unit = 1mm,650000,0.080814,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_205,Fumane,D3b.alpha,Scaglia.Variegata,Core,Other,Other,Narrow-sided,0%,Other,13114.65039,4184.230851,45,13,43.70000076,RF.c_205.ply,1 unit = 1mm,1000000,0.104892,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_207,Fumane,D3b.alpha,Scaglia.Variegata,Core-Tool,Undetermined,Other,Carinated,0%,Other,19628.19922,4601.390851,37.29999924,40.29999924,55.20000076,RF.c_207.ply,1 unit = 1mm,1000000,0.109618,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_21,Fumane,A2,Maiolica,Core,Other,Other,Narrow-sided,1-33%,Other,81698.78125,11075.53703,60.59999847,49.29999924,68.59999847,RF.c_21.ply,1 unit = 1mm,1000000,0.169889,Low-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_212,Fumane,D3d.base,Scaglia.Rossa,Core-Tool,Flake,Maintenance,Carinated,0%,Complete,10079.12598,3197.740411,19.70000076,30.79999924,43.20000076,RF.c_212.ply,1 unit = 1mm,900000,0.097995,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_213,Fumane,D3b,Maiolica,Core-Tool,Flake,Semi-cortical,Carinated,1-33%,Distal,12841.23438,3801.422488,24.39999962,39.5,46.90000153,RF.c_213.ply,1 unit = 1mm,1000000,0.101584,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_214,Fumane,D6,Maiolica,Core-Tool,Other,Other,Carinated,1-33%,Other,4251.469238,1698.901117,21.10000038,25.89999962,26,RF.c_214.ply,1 unit = 1mm,800000,0.074628,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_215,Fumane,D3b,Maiolica,Core-Tool,Undetermined,Other,Multi-platform,0%,Other,10729.22461,2996.419332,34.29999924,32.79999924,33,RF.c_215.ply,1 unit = 1mm,900000,0.093578,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_216,Fumane,D6,Scaglia.Rossa,Core-Tool,Other,Other,Carinated,1-33%,Other,15575.1543,3861.488036,31,35.79999924,49.29999924,RF.c_216.ply,1 unit = 1mm,1000000,0.100884,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_217,Fumane,D3b,Other,Core,Other,Other,Semicircumferential,0%,Other,13504.29199,3576.944753,32,39,36,RF.c_217.ply,1 unit = 1mm,1200000,0.121,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_218,Fumane,D1c,Oolitic,Core,Other,Other,Semicircumferential,1-33%,Other,31647.72656,6224.220094,52.5,48,28.70000076,RF.c_218.ply,1 unit = 1mm,100000,0.39799,Low-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_219,Fumane,D1c,Scaglia.Variegata,Core,Other,Other,Multi-platform,1-33%,Other,86205.78906,11173.35942,67.59999847,44.20000076,57.29999924,RF.c_219.ply,1 unit = 1mm,100000,0.525596,Low-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_22,Fumane,A2.internal,Maiolica,Core,Other,Other,Initial,1-33%,Other,27759.82031,6454.121755,60.59999847,26.5,51,RF.c_22.ply,1 unit = 1mm,300000,0.237738,Low-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_220,Fumane,D3b.alpha,Maiolica,Core,Other,Other,Semicircumferential,1-33%,Other,93557.82031,12650.92119,67.5,73.69999695,45.5,RF.c_220.ply,1 unit = 1mm,1200000,0.166423,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
